Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Euro area,EMU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,3.187670417,4.17762305,5.480139748,2.638867977,-1.267227915,4.572140941,2.67175565,2.692895728,3.432467134,1.701206134,0.122013429,0.423993121,1.185271307,2.214619699,2.125178159,2.259870276,2.258388851,3.965604482,3.663198107,3.136520743,2.142566653,0.950168013,-1.066131971,2.162651228,2.156952418,1.427321354,2.462935909,2.819184534,2.699466714,3.524962256,1.803607904,0.448592112,0.137470783,1.732878206,1.157750261,2.750248681,2.468700924,-0.072788029,-4.830699504,1.939339069,1.93536184,-1.060329403,-0.558569807,1.055661824,1.740654783,1.566436405,2.396276584,1.539657717,1.467101328,-6.264636683,5.277655156
Eritrea,ERI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00397056,17.59628266,-2.611583785,4.102364069,6.614285729,0.405890028,-1.417832241,-4.615491589,5.705289623,-0.451653406,-6.5430732,-2.577856846,0.089826485,-2.632089695,-0.170229234,-12.17251481,1.245507906,0.12159164,6.652182535,,,,,,,,,,
Spain,ESP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,10.80448686,8.94647029,8.639492989,4.267245417,5.105632144,6.153434725,3.064126596,5.212172291,7.839083051,3.137322794,3.395927073,6.962193061,6.604025781,4.471068268,-0.539096649,2.217772583,1.7856571,0.490728187,-0.836528083,1.391315418,-0.839887352,0.640408996,1.275514608,1.362897148,1.951329271,2.945279405,5.273762859,4.871692072,4.662815197,3.675767951,2.285324777,0.43611499,-1.543358244,1.896906895,2.304957068,2.233853417,3.268766786,3.961965254,4.067886268,4.776400785,3.214134567,1.289977181,1.13629399,1.358648611,1.915746393,2.357772472,1.704571588,-0.709644824,-4.611747923,-0.297178904,-1.166203907,-3.021906537,-1.079741265,1.699352659,3.919117265,2.950815909,2.734475155,1.837460464,1.254631755,-11.75755913,5.408112942
Estonia,EST,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.502784471,14.34721002,5.346900129,-0.717824476,9.556418469,6.681033541,7.449840428,8.277712285,7.444416375,10.15499479,10.41473423,8.071025334,-4.877286528,-14.46432838,2.678164039,7.589211665,3.59836216,1.820154161,3.281874814,1.786274694,3.125538305,5.664039082,3.423619058,3.354972439,-0.747277944,7.899032598
Ethiopia,ETH,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,-2.865751655,5.342542308,-5.246167637,-13.533208,6.568349965,10.14838188,-3.243530901,-3.994123195,-0.882676687,-10.9670136,-12.31445171,9.398618788,-0.202451075,2.69990136,8.88160076,-0.042347687,-6.368031773,2.025446944,2.980694098,5.183296102,-1.419431349,-4.963548611,10.35673538,8.688193147,7.745595719,8.322832059,7.68786008,5.794553796,9.419873429,8.054120481,5.618653919,7.583098924,7.314544923,7.456695097,6.501211497,6.622789071,3.998440256,5.523810568,3.280847984,2.921685518
European Union,EUU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,3.070514913,4.054897029,5.328080455,2.472546788,-1.240158041,4.337748783,2.373418534,2.569194439,3.40556458,1.604393966,0.087433333,0.472801776,1.182519884,2.264323538,2.111608129,2.306604211,2.224092466,3.830813534,3.57157443,3.042439582,1.512144858,0.866518077,-0.895925854,2.39679734,2.469119278,1.716328815,2.499260976,2.873548005,2.780041421,3.776213125,2.040980905,0.878851785,0.549506075,2.208504805,1.56427054,3.158741781,2.81023011,0.318563255,-4.574618102,2.082125241,2.074578976,-0.846147872,-0.326851966,1.344451876,2.084138482,1.760734125,2.677208733,1.886500489,1.721797563,-5.746079677,5.508593075
Fragile and conflict affected situations,FCS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,10.81017945,11.1062545,7.128247386,0.429281738,1.826144922,7.162338732,-2.704643298,4.826738998,1.855381015,-3.468638436,3.246815715,3.769668876,-6.018723052,-3.288758054,-6.898223251,-2.933068422,0.816974075,-0.215199357,2.002468851,0.999850005,-1.643063708,2.327902649,-9.557922741,-1.837374672,-4.12757431,-6.41812458,-2.510747564,1.328792056,2.719044069,3.457860304,1.018947037,3.121146279,2.029222739,2.131837735,-1.261345417,8.430549224,3.326191164,3.352782187,3.564188355,2.562606272,0.378839555,4.346458955,-2.386353835,2.347331494,1.00631553,-0.179626999,-1.313963042,0.129537052,0.228067847,0.396763419,-0.041676987,-6.234984382,-0.092804221
Finland,FIN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,6.847965181,2.284048567,2.557472364,4.654852826,4.952389127,1.989846976,1.617028866,1.845006207,9.656904148,5.211438142,2.227824609,7.096153516,6.377978811,2.697457779,1.354025294,0.042351174,-0.040505648,2.624625735,6.848494759,5.061714695,0.884671018,2.532004036,2.503843385,2.687519899,3.117925686,2.422429813,3.28147645,4.9117397,4.708443331,0.224909953,-6.398949439,-3.836533052,-1.141488063,3.515885274,3.819876288,3.327669342,6.018052758,5.17759148,4.137574737,5.553997853,2.37665487,1.460928622,1.76083857,3.690587797,2.428689227,3.628941348,4.852313276,0.315886377,-8.513028487,2.714966735,2.073396315,-1.865591174,-1.357215611,-0.776108383,0.21302942,2.516379895,2.950531373,1.00565417,1.113269092,-2.345512241,2.759998674
Fiji,FJI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,0.347881403,0.417942569,3.059947613,1.691201405,-5.562353305,-2.76723927,10.53906986,5.496110515,0.418664005,10.42103413,4.829486227,5.539658946,9.744922666,0.961114294,-1.129800287,0.844166098,3.662898326,-0.514143338,9.503694602,-4.003599736,3.747026275,-8.24747342,-6.26227859,5.804629051,-6.829445586,5.545023146,-8.114568151,-0.311128444,6.279852925,4.752617533,-3.245744198,5.826681399,1.827342671,4.886690479,2.313304635,4.235304707,-3.176574747,0.133232217,7.548052587,-2.772962329,0.931771647,2.159245426,0.009775585,4.280889849,-0.247123291,0.911330811,-1.692810583,0.347435415,-1.894980247,2.524049644,2.344910977,1.110328173,4.459729481,5.360487007,4.314345961,2.315025215,5.279080313,3.814949115,-0.524468964,-17.17670901,-5.541402213
France,FRA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,3.841054942,5.682369056,5.109071906,5.461453726,3.693884357,4.123016935,3.843523884,3.498134982,6.157587868,5.1825942,4.386142686,3.612615588,5.511177305,3.594862926,-1.513909969,3.871731044,2.976910303,3.474345198,3.044319963,1.027040784,0.487729694,1.910798717,0.701053709,1.003146865,1.095538994,1.804584425,2.017921418,4.188665194,3.813472206,2.430246965,0.163146328,1.094598035,-1.059437335,1.976326264,1.736167099,1.05172456,1.972119245,3.205153055,2.88869862,3.212384848,1.24252729,0.401189129,0.109402979,2.076624908,0.903680387,1.741085258,1.795236367,-0.302483826,-3.370397283,1.448245262,1.700610402,-0.171161336,0.058149505,0.484564448,0.754024352,0.829056665,1.994998447,1.500539123,1.495898988,-8.034474295,6.535119983
Faroe Islands,FRO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.46852594,0.236379022,1.591235796,1.839769135,5.476197905,1.515292839,4.941209335,-3.10605342,5.575034548,-3.581754614,-6.355096631,2.598481043,1.253558695,4.674366384,1.949482805,0.507494245,1.742000006,-2.760965842,2.49992422,0.497798984,-1.146998814,-1.66513661,1.876592316,2.525522138,2.902596056,-2.179628787,-4.014111423,-2.677648939,4.203251189,0.47519262,2.212616951,-0.23913578,0.766026842,-2.402459942,-4.065330581
Gabon,GAB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,13.4433303,6.136123756,4.730304286,3.152595391,6.808851653,2.963555929,2.512575329,0.86915616,6.046146159,6.392896183,7.998012165,9.083354626,7.927926286,36.55643933,16.59946294,32.56374575,-14.62887969,-25.88405123,-2.009700784,-0.033208722,2.385472134,-5.635613422,2.807161054,4.629801941,-4.963116136,-3.491908802,-19.40512301,9.759055928,5.589705182,2.354481953,3.279285614,-5.654397103,1.220151969,1.036412289,2.321067901,1.04595294,3.120912474,0.909687405,-11.20291442,-4.362686955,-0.495554569,-2.859056185,-0.475164875,-2.061050467,-0.227534414,-5.664485439,2.776783314,-6.342412083,-3.113239988,3.487294146,3.382360848,1.571854945,2.000039245,0.887273108,0.721232639,-0.731650626,-2.062816754,-1.544872184,1.56821092,-3.969558634,-0.644205944
United Kingdom,GBR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.899261982,0.248518863,4.09246874,4.849644927,1.488048483,1.014665361,2.234412369,4.929076844,1.501172983,6.415763083,3.07331433,3.968556073,6.318245058,-2.545877247,-1.46633526,2.935589225,2.491437835,4.198675409,3.655965689,-2.148387226,-0.82228527,2.031455584,4.18632133,2.107380238,3.911319167,2.911710226,5.168872187,5.497880685,2.310928685,0.433081157,-1.408485703,0.129932953,2.244410579,3.581967568,2.26078355,1.648653014,4.09812733,2.857118294,2.67118742,3.721393156,1.764902677,1.340842566,2.643986211,1.764340112,1.965819786,1.412229708,1.767934814,-0.937077972,-5.230034826,1.630274045,0.280839243,0.745478658,1.140212964,2.442465801,1.584979389,1.393848825,1.749953797,1.090623956,1.032740842,-11.35536684,7.132720706
Georgia,GEO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,6.31298855,5.212909577,3.513144991,3.802346549,10.97508433,1.410043178,1.802464904,5.549076519,7.867551067,6.591379527,5.335256753,6.170393955,6.803758599,6.582675931,3.698496958,4.407430051,1.141571357,3.389253869,4.530536384,4.025674941,-8.987244968,0.449324459,4.515580135,-7.438647121,-14.76515732,-21.65309529,-45.32510667,-29.84129006,-9.009992894,6.528767015,15.31019682,14.12142425,5.687769083,5.007586678,3.838100069,6.443911043,6.424463063,11.81131435,6.451674622,10.28800429,10.04357676,13.16775225,2.730182663,-2.790940254,7.027385327,8.264988721,7.155378254,3.933646408,4.382901471,2.860094243,2.844902055,4.828569855,4.883854929,5.162618817,-6.824432632,10.88570195
Ghana,GHA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,0.555958662,1.647508773,1.927484006,-0.224810807,-1.059513365,-6.54964716,0.611065647,-2.040354203,3.405688022,6.850471431,2.363238165,-5.164146641,-0.011167447,3.817011273,-14.92636983,-6.276371891,-0.715938868,5.194088714,-5.498537385,-2.488376796,-6.250421772,-9.675017697,-7.497615895,5.729484665,2.71321041,2.787935316,2.311682469,3.029976823,2.427597421,0.689672245,2.647107903,1.333355891,2.316983125,0.892084667,1.736186137,2.227534068,1.777795764,2.20148382,1.884379706,1.122932344,1.270303419,1.667050975,2.382824942,2.818909276,3.120307425,3.62857797,1.663212531,6.37791278,2.219568023,5.267238029,11.30007269,6.636351702,4.712772226,0.409400947,-0.265332917,0.983231575,5.739078113,3.96954738,4.30597775,-1.541636548,3.262282019
Gibraltar,GIB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.648677848,3.526418699,1.308696134,0.745224866,-1.443956376,-0.000934214,1.855265279,0.877458706,1.718979963,1.541535029,3.039952188,1.702365885,1.496338582,0.510408914,2.32360542,3.545380566,-0.995885504,0.184086182,0.979328739,-0.876468729,4.395643234,1.655245404,-3.505824317,2.268168038,3.034094544,3.353180363,1.437755266,1.153539502,1.212553188,7.987763805,7.508405646,3.697806527,2.970450896,2.317241012,1.391141551
"Gambia, The",GMB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,-2.757806123,6.498621927,-0.462941015,3.133247021,-2.927395677,-2.661721508,6.046532247,2.779158931,9.091725753,4.125901516,0.259915075,2.992546679,-4.476602679,2.804921315,-0.052411227,-4.048783704,7.079488568,-0.134554273,-4.42306079,0.224509808,-1.419555725,0.461996226,1.775803632,-0.50976961,-0.977138988,-0.621627839,-0.616792228,-2.966273836,-2.064070168,-0.72670899,1.878692562,0.509372433,3.328758783,2.488102794,2.80288577,-5.968645508,3.865439346,3.997774412,-5.183078011,-3.514924306,-0.085561126,3.007368864,3.395701264,2.674353276,-10.93207644,2.034710374,-0.218687978,-4.296675102,1.097050489,-0.875473407,2.006307675,4.439494294,3.513793718,-1.953083669,1.661892082
Guinea-Bissau,GNB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,-4.369672615,6.116219777,-0.105867165,1.143161184,1.950196833,-1.251360682,-12.83644228,6.327041821,-1.391185588,-16.94974222,16.28024774,2.540778683,-4.922399209,7.408211911,2.560402616,-2.316903785,1.316612747,2.972681839,4.421535776,4.43126029,2.952751829,-1.770995547,-1.171127247,0.088136677,1.820421374,9.312237372,4.499167701,-29.41329087,-0.85040448,3.339174144,0.032697962,-3.164511267,-1.722778707,0.369297319,1.794629503,-0.177887243,0.665955184,0.578532049,0.745147817,1.939393521,5.277090605,-4.311528278,0.516852763,-1.673836418,3.428104905,3.619604132,3.368203928,-1.090777898,2.086875016,-4.596719957,1.538709651
Equatorial Guinea,GNQ,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,0.62573907,-3.8807514,-1.544822721,-4.984771549,6.822761065,-6.976342855,0.032088397,-1.344988519,-4.936883457,-5.373172979,-4.626387867,29.85579157,6.998986662,12.40042135,13.13914207,60.33710392,140.4800424,19.02503798,20.81129706,13.04533447,55.59033038,13.94287693,8.822883661,31.87428239,11.56814122,2.864359425,10.00944444,12.3343735,-3.386937691,-13.15442826,1.864593187,3.862160121,-8.010053955,-3.557707297,-12.60468504,-12.20283544,-9.033697437,-9.444845259,-8.582057,-6.822442154,-3.273593613
Greece,GRC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,12.30979498,-0.231362329,11.43081233,9.013661857,10.25106144,5.711672987,4.812395862,6.508586932,11.15673445,8.317787866,7.374327311,9.446392092,7.602608641,-6.782086186,5.373056854,5.205081921,1.610302327,5.865272228,2.002457466,-0.306899531,-2.432460759,-1.740252394,-1.652402456,1.503671471,2.112295551,0.185737552,-2.585123466,3.909777303,3.259730143,-1.052232898,1.869833885,-0.066299153,-2.177150668,1.490559211,1.623825163,2.40984299,3.970081823,3.320699725,2.678099727,3.495563561,3.591652977,3.542622617,5.542361057,4.801378373,0.304568264,5.335601777,3.01098405,-0.599389589,-4.552117261,-5.599959357,-10.01628121,-6.582904449,-1.806551373,1.147211957,0.463652786,-0.072424584,1.29229029,1.874903163,1.991722679,-8.808563835,9.01910939
Grenada,GRD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,5.910928029,6.232977311,-0.11107259,1.124732457,2.709101898,1.898275391,2.070320744,4.970237114,6.857475573,9.416261641,3.711127475,4.450633391,4.198485597,0.662945892,-2.109153777,-3.045997733,0.706919395,1.259912253,3.655291614,4.316047976,11.06846033,6.274922914,4.293373586,-2.481392947,3.155389422,8.951584591,-1.351434926,12.51795891,-4.630238587,5.423401868,0.271734915,-7.249058795,-1.200466469,-0.00576766,-2.002784938,1.447326973,6.407049497,5.542966463,2.887909479,3.614285682,3.575957486,-0.051524547,-14.4107994,3.892345761
Greenland,GRL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,11.14456574,3.759157601,5.280208862,4.638514055,0.443324334,5.746010905,9.483179544,6.447679469,4.01494748,7.377089858,-0.913783646,-5.347625298,2.265770795,-6.259164456,2.682173806,6.496777011,4.345640615,4.254659479,5.695173008,-12.19586644,0.066511142,-4.768523541,-4.855881783,5.35180564,3.170996427,1.348010103,1.28773187,7.565899781,1.377884445,6.911024645,0.999463557,-1.424258359,4.143053963,6.632323711,4.943236044,5.855030281,2.748781079,6.593978749,0.874906571,0.695314556,-0.470283635,1.536976945,-0.726861643,5.091927333,-2.214918882,4.547808581,0.079446435,0.888888638,1.903879999,0.103713034,
Guatemala,GTM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.280592759,0.540717686,6.386339304,1.648960347,1.428942427,2.594207523,1.293633479,5.898810138,2.059376016,3.090046341,3.0456551,4.816581903,4.327516637,3.964515612,-0.325594659,5.009461911,5.410429223,2.608521671,2.241326285,1.20354501,-1.927105349,-6.073412239,-5.182241878,-2.219224881,-3.309301597,-2.586193268,0.716620873,1.05583184,1.11368753,0.321449596,0.907587469,2.122476906,1.309862357,1.474719172,2.405489374,0.513474283,1.931911689,2.542652447,1.415353696,1.117529132,-0.096568126,1.48038852,0.348007859,0.968363113,1.152934092,3.238219371,4.25714893,1.321659783,-1.395470656,1.01189486,2.28579517,1.16050889,1.888642581,2.653911909,2.346295146,0.989365749,1.415648841,1.765136399,2.392073112,-3.24596618,6.394084981
Guam,GUM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.371784091,6.09185018,3.373803142,-3.795861033,0.663420001,2.058126101,0.527173492,2.061708278,-0.37183642,1.67778633,1.287430575,1.495953254,0.564587368,-0.037011602,0.734521662,-0.834568542,2.628136328,-11.71000085,0.285940325
Guyana,GUY,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.735756402,-1.609111909,-14.52149757,8.689205959,8.118391018,3.16523152,2.486684012,-0.569300501,5.452012205,2.874472437,1.864497606,-4.401004096,0.152877455,6.558799947,7.335175437,0.463945033,-3.639302652,-2.729986762,-2.58008923,1.250959145,1.299600623,-13.18490122,-6.640667401,-4.739298419,2.841777089,-0.36378181,1.533827779,-3.026136713,-4.215378507,-2.317444682,6.488314348,7.627418831,7.857901069,8.191135345,4.732011034,7.685904878,5.950085956,-1.872186863,2.781265239,-1.498558663,2.177485651,1.064258426,-0.663450848,1.581783594,-1.858678755,5.315645839,7.452795433,2.075135496,4.010365433,4.601537788,5.719525983,5.313688445,3.174498044,1.185798243,0.165301152,3.253246028,3.168304574,1.481084365,3.606451281,43.75870325,18.96098255
High income,HIC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,3.072547925,4.343840396,4.008355704,5.066678004,4.263786872,4.748390811,3.272432391,4.917266095,4.292490829,2.081386901,2.665327637,4.460467828,5.26948175,0.051348551,-1.025302053,4.250073121,3.143061544,3.391074102,3.229137987,0.425607441,1.083904893,-0.886005489,2.111376178,3.987034184,2.863110725,2.621443527,2.773255207,4.041778486,3.161380882,2.361664028,0.614134867,1.349473909,0.572772271,2.557645469,2.175349816,2.349303135,2.787283375,2.222248967,2.834462613,3.492251006,0.862279658,0.928698584,1.564759511,2.771118724,2.210243764,2.304392852,1.875044664,-0.283074219,-3.964600926,2.378490183,1.497158007,0.851684159,0.92112602,1.509958612,1.794387152,1.253881564,1.859114914,1.859883643,1.330908053,-4.657228587,5.259040873
"Hong Kong SAR, China",HKG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,9.550703398,11.84873799,6.033840436,11.66925723,0.897284989,-0.931743945,1.224642372,9.579732474,6.583609815,5.00414778,8.51178652,9.156268669,-0.771176394,-1.395431157,14.71404172,10.12439759,6.317127627,5.623150127,7.207175218,6.725073199,1.363797956,4.378956307,8.898020522,-0.319430595,9.681171819,12.26254099,7.603447501,1.222979784,3.497438813,4.829147216,5.346665318,4.392427129,3.674785226,0.366609081,-0.267889732,4.228382092,-6.665136947,1.532335947,6.718501431,-0.177564232,1.207481054,3.259949952,7.855592243,6.920069474,6.347366644,5.553545329,1.518811403,-2.668881707,5.986393047,4.112140875,0.583763189,2.687907256,2.043175073,1.520007488,1.544539918,3.001491894,2.027206336,-2.402442707,-6.208965026,7.317151727
Honduras,HND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-1.062603503,2.743602371,0.61814807,2.400937975,5.908082508,2.347944155,2.941776687,3.53046724,-2.265765438,0.596515408,0.921467254,2.595182853,4.658804406,-4.056278107,-0.8745533,7.081673881,6.973754116,2.705596351,2.369950827,-2.469600061,-4.207532569,-4.998803714,-2.072788979,3.230348386,2.598440046,2.347944178,3.650542947,-1.07291143,-0.106280276,-0.047108483,-5.991768183,3.13868642,3.549574345,-2.555221795,3.268274426,-0.919810207,1.745487928,0.890268832,-3.322907091,4.400412323,0.002039928,1.06368067,1.905403435,3.620510732,3.510217463,4.082522846,3.786204233,1.950393632,-4.500621921,1.599903281,1.769563087,2.116986999,0.861032611,1.170430679,1.97813209,2.066839346,3.034580835,2.084618588,0.942197107,-10.43019024,10.81973307
Heavily indebted poor countries (HIPC),HPC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-2.71447089,4.846875673,0.254550535,0.386299413,1.340953728,-0.191669269,-0.818343101,1.586948254,1.847519952,1.770230019,1.584738341,-1.429256419,0.489485365,2.972050425,-0.095088647,1.971394842,1.32589357,-0.996897596,-2.535947251,-2.052820171,1.25646996,-1.505899548,-2.0561888,-1.930806644,-1.649157709,0.606816614,1.074133632,-1.719740831,-0.36331928,-3.261178501,-1.72865481,-3.277194706,-2.302517907,-2.803911214,2.086416199,2.190267476,3.31778279,0.639325508,0.172794946,0.265340883,1.32261564,0.556775367,0.970945718,2.664581557,2.643669998,2.909690272,2.584121341,2.588333938,0.330201763,3.010530248,1.034672075,-0.251674796,2.606171018,2.760921856,1.686391335,1.415504812,1.79779281,1.104718955,1.258538365,-2.539232233,1.079183681
Croatia,HRV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.720532562,6.692404865,2.388027435,-0.316418363,3.88377507,7.117990659,5.701289114,5.533686299,4.125084768,4.128728799,4.862268288,5.024060474,2.013982009,-7.095921135,-0.99947972,0.25894761,-2.032675861,-0.120039936,-0.022939169,3.37066856,4.285132306,4.661531612,3.723302437,3.995700516,-8.183444642,17.38397087
Haiti,HTI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-4.734056631,5.900869242,-3.624339805,-3.383830894,0.297532698,-2.371085249,-3.879084523,1.32348207,1.945667046,-1.158747567,4.567857871,-0.826703973,2.898132957,3.888672111,-0.730328628,6.408450172,1.731218704,4.157726995,5.46696128,5.278165741,-4.767272276,-5.491376289,-1.111668306,-1.701731025,-1.419656098,-2.519645671,-2.824800491,-1.859537763,-4.905512365,-1.021497424,-0.148457,-7.146038052,-7.230755374,-13.59904732,7.862875872,2.220588141,0.82870355,0.334608148,0.857909363,-0.955253581,-2.11657955,-0.696064318,1.711145544,-2.96130215,1.370751207,0.073155358,2.98893769,1.00245559,4.199388915,-6.727402233,3.921707912,-1.030951231,2.772632076,0.242222555,1.09629919,0.386161159,1.097732862,0.293353843,-2.988518036,-4.5945624,-3.005803291
Hungary,HUN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.026235554,-0.462665222,3.088168307,1.630917597,0.254474202,3.351122678,4.142039817,3.36340038,4.750947823,4.313086327,5.039963844,4.372780362,5.237399909,4.501903256,4.108054129,0.432838011,1.180953199,-6.453066957,1.304958757,2.155897137,-0.738925918,2.083240769,4.513367768,3.954282613,2.503053362,4.549563298,5.496002669,4.905257238,-4.341754775,7.56143244
IBRD only,IBD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-0.059405296,1.247643728,2.172067554,5.527142874,3.617820685,3.098943932,1.779249042,3.541587768,5.392858575,5.27326809,3.90170371,4.225607314,4.835117525,3.377973997,2.650811814,4.037330408,2.672542472,2.193011095,2.816300058,3.302318446,0.502142546,0.921982183,0.133187726,3.143983095,2.594146671,2.308810872,3.116183108,2.137066476,1.395707204,0.185652171,-0.439252934,0.130572417,2.227068774,2.195580508,2.589088657,4.081479281,3.903620673,1.246692105,2.464041987,4.628690305,2.42435568,3.435025608,4.829703212,6.518875456,6.083967875,7.173114611,7.921444386,4.886205438,1.857022614,6.770585761,5.33228741,4.362442346,4.116194827,3.764745689,3.374174701,3.581881346,4.269011933,4.039024029,3.148354307,-2.092085895,6.555717997
IDA & IBRD total,IBT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-0.280298026,1.550775604,2.148393865,5.022248978,3.32956297,2.39455933,0.729731307,3.18707062,5.531357067,5.618932748,3.919173779,3.534597594,4.379361143,3.553351781,1.884765187,3.917909692,2.512877392,1.624979876,2.504415703,2.929303461,-0.007827249,0.415278036,-0.382787525,2.560457361,2.352902373,2.008535341,2.816583265,2.028849176,1.134409038,0.175585732,-0.565101742,-0.046260799,1.727682102,1.71007271,2.302406684,3.778387763,3.545810534,1.070592105,2.126883442,4.175408314,2.197650029,3.191269804,4.428143354,6.124347333,5.678897171,6.66380248,7.345646425,4.492213554,1.69558345,6.289976663,4.800178892,3.85561889,3.84319586,3.54241804,3.005406317,3.164486699,3.827388231,3.632803433,2.764862289,-2.409619475,5.851945555
IDA total,IDA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-1.365579132,3.377938584,2.039089907,2.248807864,1.73229657,-1.700352731,-5.697783586,0.959393235,6.596273272,8.037506757,4.059171134,-0.898190158,1.447795831,5.020584781,-3.107915396,3.368645628,1.718119515,-2.035904565,0.713193534,0.65684167,-3.410266816,-2.943932752,-3.837315083,-1.51096073,1.081593457,0.210695418,1.010223282,1.826671145,-0.296735272,1.136350126,-0.74146681,-0.546513614,-1.82527869,-1.754304204,0.88465706,2.255227908,1.399359923,0.87933621,0.313323949,1.279019521,1.865329672,2.820297992,2.374391468,4.12510963,3.57399069,3.530258518,3.515968685,2.584160924,2.484351261,3.693457415,1.493841654,0.488500094,3.020095216,3.309768635,1.108843317,0.915678569,1.51049584,2.028306286,1.715504783,-2.483085739,1.631555623
IDA blend,IDB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-1.158116864,1.830773322,5.275311283,2.522819501,2.952227236,-2.906136961,-10.48051883,-0.420435557,13.03282661,15.04349276,7.992553371,1.444081847,2.853412015,5.668294058,-4.930450644,3.322219808,2.169925724,-3.609095843,2.749261772,1.846869947,-7.840826232,-4.512089859,-6.06255323,-1.292669055,2.950300644,-0.289647191,0.62392237,3.175180189,0.001796077,3.432839458,-0.974795227,0.263873285,-2.793073888,-1.81755298,-0.749618844,1.834046798,-0.639182055,0.072099114,-0.4862401,0.921117149,1.566700551,4.49279677,2.67206421,4.988240254,3.502694046,3.359201739,3.303721909,1.652137246,3.357685441,3.505925516,2.173075231,2.247137048,3.364325203,3.687415907,1.792973129,-0.256450213,0.534034291,1.643795915,0.672556587,-3.420906133,2.884918122
