Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Barbados,BRB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,-2.391909427,3.826978435,3.100878314,4.31455167,7.326464445,3.862261409,-2.32692083,-5.257315368,0.163121005,3.288701952,0.850502846,4.917446798,2.478322959,3.462182037,3.601201118,-3.348307001,-4.097736643,-5.986085477,0.490683001,1.731308336,1.784148274,3.782604152,4.568602084,3.564005148,0.134115254,4.254994513,-2.630358564,0.379644847,1.77670843,1.031642701,3.580491633,5.740724577,1.694449723,0.200454089,-5.418778446,-2.692141229,-0.967165211,-0.688990257,-1.685187442,-0.313377482,2.255206921,2.324756803,0.262708848,-1.204427376,-0.306518356,-13.46945599,-0.36923033
Brunei Darussalam,BRN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,-3.000551647,16.21655343,7.342598985,3.372118331,18.6723813,-9.951293919,-22.3785608,0.572610113,-2.836750063,-2.754827235,-4.789040983,-5.973315365,-1.379702463,-2.200972031,-4.228006455,-2.039423774,0.114170788,1.905263673,-2.266164915,0.593746994,1.976921959,0.49313578,-3.679156013,-2.713190453,0.88016699,0.730069451,0.687036971,1.864685729,0.990882746,-1.284601231,-1.3250511,2.692052121,-1.416167647,-3.423745709,-3.209963091,1.111479826,2.336315197,-0.359754944,-3.330844835,-3.667518932,-1.522384232,-3.521143982,0.320205439,-0.868860057,2.974226152,0.291718917,-2.396821442
Bhutan,BTN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,11.52768585,0.267815094,7.081517523,1.413943761,0.944785891,8.128880274,25.3197208,1.791989212,4.365363757,7.569785613,-2.033740668,8.771178133,6.902424404,4.866537368,5.800275948,3.609396628,3.568167575,3.960161884,5.36526756,0.500693009,5.470289332,8.156908908,5.176425964,3.502987055,5.130903788,5.420472436,16.91019932,3.565242325,5.533319776,10.70222196,6.799598004,3.979385564,1.035010357,4.703729522,5.649806271,7.191508662,3.771571241,2.247154987,5.016153346,-10.59763133,3.420910534
Botswana,BWA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,4.003501515,4.275542293,3.487743864,4.318025261,4.201472512,5.626247146,5.216593957,9.820903691,14.32247731,16.03122107,23.34379311,21.83219727,15.64725606,3.398092908,3.029226615,5.09006102,6.384287621,8.622043754,6.612578106,6.608397372,4.163000029,7.751094989,9.124415032,4.748067813,3.406051458,4.452477207,8.114089373,15.57545418,9.550464735,3.604755604,4.414555309,0.011375129,-0.981011842,0.782660048,4.250704012,3.252230011,5.838418579,-1.761220911,7.342426873,-0.104457972,-1.737732223,4.107829819,2.808520617,0.925705711,2.693878256,6.34700491,3.73406781,1.176918832,-15.89055769,7.875871132,4.717165863,-2.070174126,9.005663889,3.681668068,-6.699965199,5.048819755,1.970663775,2.08305145,1.042060152,-10.40032999,9.56201765
Central African Republic,CAF,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,3.073628195,-5.489663793,-2.591561405,0.081195653,-1.09831775,-1.46961391,2.399258518,-0.87505202,4.640777068,0.063976895,-0.971128274,-1.969123886,-0.073388582,4.278075387,-1.556665495,3.867095417,2.755827766,0.186473125,-3.459611626,-5.465263729,-2.582419102,6.553564446,-9.137708622,8.247836064,2.724866186,2.352986702,-6.100649492,0.116285559,-0.526163893,-5.112200333,-3.600803372,-9.354066288,-2.828887557,1.652169655,4.29285448,-6.47928499,2.410459241,1.855412677,0.757392208,-5.182200264,2.138855273,1.352775362,-7.657345914,3.720591047,-1.338182594,2.684667344,2.665865061,-0.03993708,6.272393967,2.485984851,2.610234803,4.145158394,-36.77769716,0.158111559,3.891158828,2.938099239,2.590923501,1.792220305,0.833009811,-1.624775579,-1.210279564
Canada,CAN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.121346226,5.445858236,3.405212917,4.650755482,4.409518317,4.735675775,1.25281683,3.315250035,3.626733255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.037475991,4.31156937,4.202682574,0.69016125,1.903852002,0.888030154,2.129630941,2.234059429,1.602574764,1.082975538,-0.080294839,-4.030419849,1.949628189,2.142309009,0.663247995,1.253613813,1.841026124,-0.089285801,-0.135842621,1.811278917,1.335564285,0.426917853,-6.31922237,3.969874711
Central Europe and the Baltics,CEB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.547431007,-1.640834756,1.610400974,4.124300563,5.863911833,4.783083227,2.503779049,2.856902641,2.079816152,4.540344448,3.832602352,4.289313338,4.412176523,6.130510445,5.3040699,6.857610582,6.827804996,4.308882945,-3.317836403,1.805473104,3.761303759,1.057872617,0.878883384,3.431979677,4.267435967,3.012662727,5.364971412,5.146557502,4.081787003,-3.187260203,6.931397843
Switzerland,CHE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,1.047028267,-1.884376997,0.208475178,2.639204363,3.216945104,1.329945932,0.94940335,2.521347258,3.490642976,2.417436703,-2.146489921,-1.13971907,-1.031422365,0.465686404,-0.188350744,0.028540639,2.015283161,2.724284656,1.179005936,3.376157295,0.934949653,-0.826280428,-0.771333169,1.998132056,2.093586607,3.42255066,2.991822023,1.509950794,-3.51055886,2.173638164,0.68733987,0.110596604,0.628360675,1.108693594,0.494129822,0.960131673,0.421326163,2.10552472,0.423089768,-3.086282111,3.440503207
Channel Islands,CHI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.340309634,5.466131638,-2.010642944,-2.382830378,-3.968232859,-0.578063489,0.554006145,4.039018093,5.041328321,,,,,,,,,,,,,,
Chile,CHL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,3.071444281,1.911060869,3.762882101,0.59278063,-0.956404963,9.212095091,1.787062247,1.788618806,2.164149659,0.126557134,7.62647517,-2.594407057,-6.522536138,0.770067493,-14.27731315,2.243719598,8.78354503,6.077650174,6.820629739,6.428492616,4.989543452,-12.29395306,-6.358547872,2.636150281,2.502571849,3.793755847,4.799998672,5.636639573,8.163167844,1.674318522,6.062941175,9.389369284,4.943403873,3.461190718,7.375838248,5.351007611,5.986326529,2.878669136,-1.454255617,3.772356977,2.009936512,2.086110705,3.631566469,5.616340075,4.807518067,5.01599112,4.142002319,2.755800964,-2.128300575,4.788942692,5.176036996,5.125738377,2.31640012,0.772927818,1.105758382,0.550297855,-0.213266447,2.139078184,-1.018582829,-7.248861345,10.56335959
China,CHN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-26.52764361,-6.351504864,7.622254461,15.46899542,14.19788901,7.608403928,-8.161497585,-6.571451614,13.77934034,16.05039929,4.159176201,1.290105971,5.327293014,0.218005667,6.816440506,-3.081321985,6.114001676,9.846156848,6.165663709,6.490112655,3.774903665,7.423410232,9.18113705,13.69001984,11.89656171,7.341433471,9.881163796,9.446171357,2.620859175,2.406558572,7.782091991,12.83320958,12.58199664,11.76638915,9.754954889,8.776429811,8.124497577,6.816064564,6.733485658,7.638597676,7.551654832,8.404879975,9.354776644,9.46155877,10.74137513,12.09330469,13.6358205,9.090280101,8.855947676,10.10283262,8.953816042,7.134523777,7.050734134,6.750760316,6.420736477,6.238215448,6.301863101,6.251700556,5.575316863,1.996619014,8.01334526
Cote d'Ivoire,CIV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,5.942563211,-2.56940358,10.13364075,13.12465676,-6.808570979,7.318297834,0.603202763,8.237696622,5.265267635,5.902525215,4.829054032,-0.314884627,1.242918752,-0.317145867,3.434750891,8.352293411,3.360875181,6.806008265,-1.390169725,-14.25441812,-0.314746166,-3.455294441,-7.357525072,-6.133069308,0.907368844,-0.199826998,-3.657666116,-2.340863327,-0.821744682,-4.812715096,-3.669211099,-3.889103818,-3.776125897,-2.737322724,3.399180944,4.010910041,5.89860299,0.821945731,-1.846652083,-2.959710899,-4.683346315,-5.142085307,-7.000661329,0.801103624,-1.268265055,0.56862426,-1.059815638,2.573868008,1.432261367,4.610518088,-7.314005486,5.430923065,8.499803033,6.868861325,4.463053059,4.448644965,4.618642178,4.18187594,3.576427771,-0.547616261,4.441855285
Cameroon,CMR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-0.426333512,1.031061606,1.378696761,1.148705577,-0.37442705,2.111660593,-13.08156004,3.706303548,2.247516641,0.431125075,0.754074157,-0.072150225,2.507232339,7.717469194,8.196481372,-7.990353576,10.83982628,18.7074703,3.075352556,-5.147018915,12.98292758,4.926183546,4.626884277,4.446543825,4.804112294,3.514913198,-5.158927112,-10.61360268,-4.737740839,-8.909239183,-6.64425525,-5.903355961,-10.5729314,-0.994143235,0.068585266,1.42319589,1.784214065,1.993610624,1.77836308,1.131126752,1.619678854,1.714569107,2.614132052,4.150729442,-0.527954207,1.024993586,1.466544498,-0.029081451,-0.299622051,0.006582792,0.493346681,1.721841651,2.082609838,2.558902685,2.392797417,1.454232673,0.648212634,1.121795216,0.643223201,-2.422434418,0.953583607
"Congo, Dem. Rep.",COD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-13.10792787,18.09045341,2.462864487,-5.015579859,-1.738650268,3.779134087,-3.82861427,1.312354768,6.200655508,-3.059785134,3.132804091,-2.487388709,5.264866523,0.399343541,-7.472426575,-7.720012191,-1.737607558,-8.216424813,-3.010985593,-0.888785668,-0.441779679,-3.143616855,-1.336258942,2.451555707,-2.533780961,1.66373454,-0.423662475,-2.618082358,-4.316132925,-9.584213389,-11.39352542,-13.15587163,-16.19859124,-8.370576957,-3.426580771,-2.891758169,-7.098396744,-3.924800034,-6.969532095,-9.570694324,-5.012042163,-0.151731065,2.514865995,3.60340242,2.879528265,2.017148351,2.897014253,2.880741558,-0.3784622,3.686160116,3.35182131,3.552018767,4.845979483,5.762181552,3.353084348,-1.088996021,0.216643089,2.413839975,1.11096628,-1.49268943,2.832379325
"Congo, Rep.",COG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,5.576731465,2.467431606,-6.570264519,1.016948771,0.830588144,-1.472928669,-0.775197775,4.538621494,4.40948947,3.214894086,4.523046277,5.318307199,4.925411931,4.594161784,4.771014129,-1.536787514,-11.12865524,3.862323992,7.294767727,14.99751559,15.02378086,20.94074581,3.672890195,4.310036611,-4.099276661,-9.592654049,-2.730765385,-1.154936717,-0.312914731,-1.805379199,-0.411797992,-0.167412667,-3.774134991,-8.150381505,1.213870332,1.539882799,-2.644850409,1.543223128,-5.14928872,3.547205816,-0.027544188,2.162661737,-1.938996116,0.019857938,3.94682346,4.007991907,-9.989537905,2.842036482,7.241581921,5.45626725,-1.056578869,6.936986163,-3.07344321,4.196087842,-5.826892598,-12.88925187,-6.641709057,-7.057420278,-2.412582309,-8.400600152,-4.439489192
Colombia,COL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.876447372,2.198191741,0.168030331,3.002248835,0.561250867,2.240465617,1.267951931,3.115651973,3.398160868,3.601584295,3.484848984,5.24690757,4.348631667,3.429511205,0.111589034,2.497987075,1.896174503,6.041905204,3.007346307,1.713944287,-0.051475993,-1.332477992,-0.733852364,1.020971213,0.866699984,3.585243957,3.155210207,1.887855657,1.255343269,2.112398501,-0.056151384,2.001952161,3.328236889,3.773867157,3.229305171,0.210252816,1.601503541,-1.159549927,-5.794495365,1.271082628,0.088483852,0.942693273,2.390448042,3.839378166,3.406895648,5.339723444,5.422847619,2.084242363,0.001662279,3.323734506,5.784699766,2.837889026,4.098265909,3.513953479,1.990616494,1.002272725,-0.161953875,0.638439616,1.314952378,-8.404642889,9.418278806
Comoros,COM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,0.896973231,3.60397917,2.1477184,1.397813039,-0.438973572,-0.881273479,-1.132826061,-0.126728381,-5.837132199,2.279420158,-7.782366462,5.96427522,0.709913519,-7.309375609,1.408039774,-3.394109173,1.816825031,-0.862253011,-0.105394136,8.717689838,0.28098417,0.255555657,0.119030969,-0.013669964,0.837129283,0.61407525,-1.200112163,1.888357948,1.14810444,1.637270424,1.960299485,0.985839766,2.249640757,-0.067894786,-1.014068958,1.102932073,1.712361833,1.686721598,-0.126909212,-2.074861396,0.190939004
Cabo Verde,CPV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,6.967929231,1.348759115,7.981368575,2.390513933,7.235289324,1.557589925,2.978870259,4.64201038,4.246834423,-1.079096461,-0.815355215,8.25792798,5.988307322,16.24324545,11.51113749,8.800936887,8.629282881,10.07378035,8.894187851,12.13409838,0.540730931,3.633309701,2.688116923,8.726368147,5.557902764,6.67270905,13.8360549,5.479600057,-2.285603673,0.381673315,2.725448256,-0.119066631,-0.331546583,-0.519308362,-0.107170478,3.537964367,2.497896236,3.387764606,4.60050871,-15.60392042,5.991027269
Costa Rica,CRI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-1.757366545,1.733493622,3.217567233,0.182000952,4.675275098,3.615139501,2.464450706,5.368505039,2.592476427,4.622263507,3.988458684,5.408742674,4.98699671,2.878990481,-0.492014236,2.806341363,6.062211656,3.451805314,2.122829667,-1.962514112,-4.90196873,-9.809756109,0.048679873,5.072576129,-2.013635909,2.705520683,2.015346171,0.783298889,3.004937198,0.954542165,-0.296531513,6.488284176,4.473266466,2.009362935,1.713859604,-0.960770709,3.129747491,4.855971419,2.077614596,1.838873563,1.600982803,1.675937517,2.673776029,2.848457985,2.456798968,5.799838282,6.707755266,3.298011334,-2.203057169,4.012638874,3.116526116,3.627812474,1.319512787,2.414564009,2.573178611,3.151513388,3.143265986,1.66130831,1.535290566,-4.77333028,6.935585392
Caribbean small states,CSS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,8.040515041,2.755085416,1.978374932,6.878988733,4.49328979,5.775536841,2.855621024,4.358652352,4.089550601,3.021309247,0.728971379,5.837174445,-1.749012985,-4.284528885,-2.299321804,0.148445721,2.7751563,4.701300545,4.147133269,1.415290865,-0.154213191,-0.074421602,-3.431844067,-0.002526291,-0.867032227,0.451122029,1.117086048,1.527522714,3.50269029,0.314426807,0.658004164,1.344948148,2.046653096,1.88473973,1.969250704,2.542517049,3.169189022,0.34947896,4.252692585,3.029549735,1.3565365,2.885720479,4.884095064,3.262888641,2.966179383,6.121912712,2.747459436,0.619409272,-4.096716608,0.734935698,0.510175002,2.533316024,0.753127286,1.496707404,-0.373880495,-2.433810697,-0.952216591,0.349478275,0.590576919,-9.679789926,4.826408012
Cuba,CUB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,6.706221629,3.18522645,2.003492172,-0.251178534,8.311967465,4.477469974,7.903848176,5.966719738,0.625645944,-5.183091932,19.20886689,8.255264135,4.612094933,7.061735705,0.760750514,-0.749975746,-3.266261541,2.725496115,-0.293073337,-3.857215476,-11.41900479,-12.1540307,-15.32719887,0.28886143,2.086856191,7.48140632,2.455415373,-0.164276866,5.840205904,5.574321641,2.876228671,1.144029242,3.52243391,5.524827061,10.99578811,11.92139979,7.174032658,4.054763877,1.392178173,2.324766851,2.726846251,2.9185284,2.636075249,0.954420824,4.365679262,0.494991593,1.859409284,2.322141399,-0.062973104,-10.8222658,1.652817152
Curacao,CUW,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.007946013,0.274293371,-1.758681697,-1.505340183,-1.858439975,-0.940961791,0.466173824,0.910342295,-1.176896518,-1.176268627,-0.806885914,-0.891840181,-1.929813587,-2.523881644,-1.023790833,-1.918514744,-2.045725489,-1.651731191,-2.20875753,-17.12567166,5.995959808
Cayman Islands,CYM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108078948,-3.234236986,-9.809708074,-5.363905871,-1.41613441,-1.205742351,-1.072927201,0.332869642,0.550605419,1.011164998,1.032113036,2.173372972,1.909768864,-7.333185413,0.606172724
Cyprus,CYP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,21.24487633,16.34797617,7.37834654,9.054351798,4.610639066,0.828823792,4.774511387,4.715041189,7.357757081,3.615238629,2.521408313,5.907272645,7.500782046,6.419511569,5.139971416,-1.834741576,6.527831932,-1.702624997,3.732198767,6.415538258,-0.352381792,1.196222263,4.817748898,3.829598372,4.844155984,2.838129284,2.541064553,1.38361898,3.63080498,3.353772518,2.981296273,2.884110626,1.076560783,-4.610651165,-0.35676942,-2.112935753,-4.907387691,-6.370077361,-0.688984538,4.009426772,6.085872068,4.754519504,4.366951173,4.107459811,-5.450317794,5.649950249
Czechia,CZE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.40250599,-0.608213656,-0.042053082,2.872143487,6.566133528,4.386832731,-0.411069078,-0.262114936,1.487792085,4.293071465,3.430857546,1.76597432,3.613338965,4.782365794,6.454261737,6.478203603,4.956085333,1.838240193,-5.198981919,2.136880484,1.55018979,-0.92373445,-0.079052895,2.154500479,5.181402654,2.340552261,4.889722042,2.875468527,2.624956267,-5.732526894,5.437410893
Germany,DEU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,2.943650177,3.802476016,4.448017199,0.850760324,-0.496434235,5.400212111,3.581437112,3.098181629,4.104331342,1.198693908,0.376242533,-0.300057816,1.839034184,3.178987194,2.556883607,2.240534998,1.246499686,3.302863722,3.09618,4.351639054,4.345220055,1.151046332,-1.625684284,2.03735421,1.246141876,0.514437285,1.643334273,1.998485321,1.821428031,2.773221251,1.510558261,-0.365628327,-0.755077167,1.197055352,0.788917116,3.933610331,3.114245883,1.152029742,-5.454577169,4.339606777,5.869635737,0.230160993,0.163870563,1.784341886,0.617105353,1.408102075,2.297206047,0.678212594,0.828957962,-3.775429714,2.583557475
Djibouti,DJI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.185262601,5.69115555,5.34352223,3.737482068,3.09308758,3.894529187,-0.298338539,3.352383544
Dominica,DMA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,10.0233143,-18.68464564,13.05691315,10.89923377,4.566411653,3.062933675,4.678985066,1.902567907,7.646198578,6.918610395,8.446090633,0.410783329,6.167490394,1.846141363,2.072233263,2.077226091,-0.007441692,3.02639601,3.156375977,2.311360947,3.989488588,0.704671154,2.867298553,0.219160831,-2.98316206,6.073432194,2.852325155,0.509291715,4.555925723,6.301941569,7.110156189,-1.176774443,0.719489528,-0.204681673,-1.268694036,-0.900680193,3.920238121,-3.615168468,2.663927282,-7.054046687,2.933518572,4.608870253,-17.26169347,6.067575016
Denmark,DNK,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,5.638743553,4.847446966,-0.152610055,8.400119265,3.743684868,1.919198017,4.70161895,4.912387623,5.921884888,0.836281146,2.291699419,3.336615093,3.465614309,-1.581692398,-1.74030563,5.658698172,1.553514127,1.909290198,3.614290364,-0.603929078,-0.63790415,3.760789428,2.666544948,4.220711027,3.96161087,4.763986084,0.127360299,-0.062176179,0.584830839,1.310525163,1.130840198,1.620420852,-0.32195993,4.977347179,2.492248169,2.319405698,2.832664465,1.847613945,2.60794426,3.400684546,0.462534295,0.145880727,0.117358167,2.403233997,2.055110516,3.572063464,0.462731494,-1.094842128,-5.414013999,1.419486631,0.920393685,-0.149916088,0.513424428,1.105433466,1.622166258,2.443368874,2.162355113,1.485085157,1.130657494,-2.280015264,4.402231182
Dominican Republic,DOM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-5.477191878,13.29934411,3.144945525,3.449654403,-15.115017,10.09458119,0.263965138,-2.650666123,7.781535863,14.97992506,7.883376774,7.474495133,9.954627015,3.289376239,2.559102705,4.101057863,2.442766529,-0.282410044,2.108111057,5.531366464,1.9862662,-0.494795613,2.377272448,-0.92123301,-4.191996299,1.365623601,7.840312135,0.041052152,2.219415463,-7.429983278,-1.127861594,8.990656048,5.25672562,0.636265971,3.727180735,4.092189488,7.044764457,5.013024874,4.312189114,3.075842277,0.943739475,2.997365375,-2.725462464,1.171908499,7.975831368,7.770307349,6.067420944,1.90090508,-0.362882608,6.924484313,1.800671362,1.415388695,3.572464785,5.748381463,5.655742243,5.425601523,3.490477238,5.807049827,3.928931727,-7.719058679,11.07827631
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-15.12721831,-20.91007361,32.16830238,4.017519511,4.472787559,-6.556911495,7.045086751,8.327991708,6.021717666,6.456719172,-13.30711752,24.51649026,1.37890965,4.890590917,1.230300648,3.290609978,1.365794326,6.127467782,4.316636922,-2.288056635,-0.257337989,2.948729067,1.924323822,2.088381385,0.235780268,-2.889171318,-3.662009693,-3.682624437,1.688278984,-1.68292795,-3.528167862,-0.538303713,-4.268935462,-2.966914207,1.828036977,2.280472012,-0.585445319,3.524321957,1.766866717,2.354580269,1.592496615,4.185160104,5.758041705,2.842493639,4.465245065,0.244873738,1.730369331,0.664881576,-0.208351661,1.6921701,0.964977575,1.410226663,0.797967812,1.765941231,1.646657259,1.163147577,-0.663171193,-0.707950481,-0.840856658,-6.729941651,1.798419729
East Asia & Pacific (excluding high income),EAP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-13.42574311,-1.955475702,3.729424718,8.237855048,8.00754403,5.191544392,-3.920497885,-0.921755191,8.464073871,10.40239408,3.945686127,2.357685125,5.776812077,1.635499659,4.832189211,1.08260462,5.861457506,7.51995249,5.412644023,5.916229642,3.969475158,4.648262933,5.948597832,8.232022636,6.197034827,5.369516933,7.266095716,7.855914702,3.97118849,3.484106248,6.369005318,9.595899828,9.780961818,9.461084492,8.472321038,7.711994304,6.040928218,1.706703754,5.245133322,6.570043135,5.987681913,7.103895587,8.020368808,8.233072455,9.093528805,10.20989737,11.63564164,7.809110784,7.195355795,9.1328568,7.824765276,6.661546719,6.402416983,6.13292038,5.88256543,5.790359198,5.89732763,5.833388786,5.187802968,0.819493509,6.896976079
Early-demographic dividend,EAR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.813054981,0.858294725,2.091129532,5.350226792,2.894994614,1.554064211,2.898166058,3.899895049,3.918528709,5.990742394,3.471693897,4.394776217,4.767647952,4.133561335,-0.012449482,4.646589716,1.634778276,-1.146637302,1.527300553,0.993490514,1.207161645,-2.77459087,-2.038978226,-0.287169645,-1.66396058,0.495117552,0.28183521,1.135686783,-0.025434372,2.894871517,2.23930876,1.774616873,1.241768846,1.37009103,0.390313535,3.747838735,2.67500146,0.362067213,0.181910409,2.471358257,-0.802010354,0.036080427,3.646990771,4.459262838,4.181007606,4.280206314,4.096357894,1.909385356,-0.702461149,4.924411268,3.329814419,2.723758364,2.664219134,2.70783629,3.015085562,3.085281116,3.176225433,2.486899874,1.065427687,-5.409442401,5.637243287
East Asia & Pacific,EAS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,3.59074772,4.058510642,5.242736757,8.026831141,4.536127524,5.946957497,5.141256748,6.885554691,8.688261947,2.725380899,2.590901926,4.720943503,5.290325645,-1.190818832,1.816087745,2.538331007,3.801596172,4.179132309,4.295025211,2.260287031,3.107361891,2.474539117,2.775500707,4.58825299,4.12794508,3.306073047,4.551835224,5.883698062,3.530902649,3.504201367,3.354387925,2.850379312,2.872394071,3.922131332,4.398049164,4.37465182,2.864284973,-0.647916238,2.695145384,4.405364418,2.384246481,3.504620071,4.115262008,5.06477227,5.111525782,5.665925814,6.685203099,3.631437903,1.847210543,6.877332449,4.716967015,4.345771472,4.427756804,3.978749784,3.972893501,3.935188465,4.312644436,4.111252298,3.435500346,-0.594543833,5.528114974
Europe & Central Asia (excluding high income),ECA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.116886123,-5.571108027,-11.12506306,-6.25096609,-11.36977606,-2.005343022,-0.316336333,2.688133665,-1.646538433,2.368715459,8.394530814,2.623497222,5.468967011,6.864106337,8.154842939,7.201434033,7.98175829,7.510489696,3.820601121,-6.171066538,5.062036887,5.687948285,3.379703739,3.352276601,1.317624776,0.170359744,0.899755363,3.361148199,2.734158771,1.8449779,-1.483828151,6.86474887
Europe & Central Asia,ECS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,2.906572926,3.883296354,5.191967029,1.396451438,-1.248245606,3.955277088,2.142051447,2.530343479,3.067896584,0.647592316,-0.178804787,0.348053252,1.386550933,2.032899239,2.182628589,2.117351234,2.435429338,3.586371157,2.93584108,1.812265217,-0.08147519,-0.921513527,-1.071517494,0.978439337,1.945586322,1.493666279,2.819577426,2.452255968,2.753862958,4.211363606,2.06484135,1.398874467,1.530031521,2.873106227,2.349569485,3.508513601,3.274819687,0.615529395,-4.815759845,2.295196718,2.092609065,-0.039383211,0.370196116,1.408585963,1.574030287,1.460948248,2.480735313,1.852613996,1.52529665,-5.795166949,5.780239534
Ecuador,ECU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,2.174143397,1.93880105,-0.812394264,4.320745591,0.293943453,-3.212142506,1.613131581,-1.015720602,1.678163223,3.838721505,3.301307389,2.081255768,10.78311285,8.140232791,7.932071959,4.477679287,-1.133562391,2.882761054,0.987374212,0.989018809,2.872122062,-1.967306033,-2.866622061,0.042222226,1.336915855,0.894161128,-2.712082626,3.33701891,-1.372385231,1.302164164,1.98381762,-0.018341778,-0.029153402,2.284532016,0.359639648,-0.113109062,2.477499617,1.473244066,-6.369163606,-0.625240913,2.242180682,2.304133694,0.942184171,6.344882336,3.491195493,2.621996709,0.44929932,4.559943578,-1.111364474,1.820647693,6.111532316,3.962519179,3.350546243,2.260424369,-1.371519259,-2.690499476,0.790527393,-0.608002129,-1.879688207,-9.07131767,3.010378163
"Egypt, Arab Rep.",EGY,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,2.457534309,1.187452037,7.64265844,8.608309337,2.218478736,2.405839965,-1.668433354,-3.966166635,2.828919509,3.212115758,1.79222406,0.857889533,1.303987639,-0.608767804,6.564548325,10.78414523,6.509333735,6.017912959,1.958494542,7.204758135,4.596634397,7.071597341,2.286887795,6.763431392,2.91730673,1.91639576,1.048347601,2.631211185,2.160028643,2.991332082,-1.2838981,2.07284,0.565475835,1.664929343,2.373936757,2.749671003,3.242900732,3.335403438,3.835706513,4.188865984,1.427875027,0.271350021,1.061259567,1.998606848,2.420125626,4.784127568,5.018084821,5.07816837,2.645918665,3.036697187,-0.457409359,-0.059787762,-0.153662237,0.531824069,2.095538308,2.192208625,2.128743382,3.33314698,3.680862242,1.79013824,1.627318692
