Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,9753.380048,8875.062256,9434.386487,9857.028829,10145.17018,8655.000682,10045.6805
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,2891.322103,3022.653627,3320.354976,3623.329337,3699.081514,3639.412699,3571.336769
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,2731.065584,2879.391291,3509.64734,4232.206888,4493.370303,4500.624464,5230.661733
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,170337.9244,174610.637,173612.8646,194280.8221,199377.4818,182538.6383,234315.4605
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,3919.351148,3690.756716,3708.248223,4165.022739,4394.947147,4041.174196,4566.140154
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,6517.163752,7033.604899,7803.411137,8850.092733,8909.653336,7677.152226,9465.703999
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,3139.243652,3132.94458,3288.502197,3492.67334,3498.573975,3258.121338,3795.380127
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,594.2265335,430.9931688,462.7001369,504.53589,508.1636746,449.9552098,491.8391128
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,1224.562343,1161.861778,1175.202557,1274.915657,1295.201448,1477.45287,1209.926942
Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,4965.68086,4614.881721,5453.570622,5687.399093,5126.176144,4251.172766,4865.557765
Nauru,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,7736.223636,8719.366526,9361.383343,10400.98907,9786.026526,9307.886768,10648.14139
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,882.3074488,880.2244881,1027.965486,1161.534374,1185.682675,1139.190277,1208.218534
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,45193.40322,46039.10593,48675.22234,53044.53244,52476.27325,52162.57012,57767.87881
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,32428.58249,32286.91529,33874.92376,36312.72787,34797.51866,34800.75951,37159.54677
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,38630.72659,40058.19616,42924.9956,43250.44097,42865.23364,41596.5055,48781.02663
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,2025.324776,2079.448266,2127.280585,1981.85912,1890.273065,1863.109257,2045.535402
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,481.1112995,497.0361334,514.5433128,567.3308067,550.9635555,564.8220018,590.6294548
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,2679.554765,2144.779938,1941.879485,2125.834282,2204.181574,2074.613928,2065.749068
North Macedonia,MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,4861.553971,5149.589074,5450.492881,6108.740108,6070.388054,5965.450232,6694.641126
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,17665.10075,24054.91561,30751.64107,25882.63359,23707.32881,..,..
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,74355.51586,70460.56053,75496.75406,82267.80932,75719.7529,67329.67779,89154.27609
Oman,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,18777.43306,17082.2062,17802.57512,19887.57431,19132.15227,16707.62301,19509.46646
Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,1282.443153,1468.821421,1567.640986,1620.742857,1437.165907,1322.315036,1505.010193
Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,15761.36338,16743.37674,16011.66115,15948.27586,15567.09087,14016.2475,12083.88815
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,13669.55944,14382.23238,15185.97248,15588.33733,15826.08235,12569.17154,14617.60448
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,2502.084291,2332.69748,2495.131383,2584.298769,2593.80465,2446.066306,2672.94579
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,5861.401895,5759.042198,6136.058301,6242.961454,5807.838794,5353.348065,5891.499965
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,6180.194957,6163.791026,6676.284221,6912.110297,6955.809959,6056.343903,6621.574336
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2974.299531,3038.149734,3077.43564,3194.674521,3413.847924,3224.422551,3460.530963
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,12560.05142,12378.75944,13815.6218,15504.58048,15699.91135,15816.9894,17999.90995
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,19250.10654,19991.97249,21490.42986,23562.55452,23330.81729,22242.40642,24567.50927
Puerto Rico,PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,29763.4883,30627.1634,31108.76057,31615.06679,32916.8668,31393.90737,32640.71034
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,66984.9102,58467.23557,59407.69805,66264.08117,62637.27511,52315.66008,66838.35743
Romania,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,8976.880535,9404.341874,10727.94969,12494.47747,12958.07556,13047.43206,14858.22943
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,9313.013672,8704.898438,10720.33301,11287.36035,11536.25098,10169.08691,12194.77734
Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,733.4411218,728.43449,756.5476411,769.4373107,806.8799811,774.6892594,822.3479886
Samoa,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,4048.513876,4105.834468,4261.653789,4188.988532,4308.272753,4042.751224,3857.318464
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,42281.64347,43399.4583,44885.79714,48462.96032,47287.39839,45320.20872,..
Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,1571.49854,1688.375303,1805.524651,1950.629352,1991.738264,2161.310196,2360.543554
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,19977.79469,19300.05001,20138.14633,23318.73817,22430.23823,19539.56581,23185.87079
Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1238.126396,1290.750004,1385.199333,1484.239673,1462.354333,1490.203137,1636.893209
Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,5588.980728,5765.200762,6292.543629,7252.401858,7417.203649,7733.802869,9230.178316
Seychelles,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,15157.53029,15740.13032,16416.77619,16910.68818,17253.50566,12808.98747,14653.30939
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,576.7402317,490.3705888,484.4464498,519.6500156,506.6068944,493.4787775,480.0392113
Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,55646.61875,56860.41324,61150.7272,66859.33834,65831.18943,60729.45035,72794.00302
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),NY.GDP.PCAP.CD,32274.89055,31616.6817,29369.05683,28988.25921,..,..,..
Slovak Republic,SVK,GDP per capita (current US$),NY.GDP.PCAP.CD,16390.88217,16563.4405,17585.197,19486.39368,19383.48104,19545.74282,21391.92533
Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,20890.16643,21678.35947,23514.02546,26123.74713,26016.07868,25545.241,29291.40062
Solomon Islands,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,2134.802451,2196.270903,2283.576156,2450.484428,2398.772757,2222.465636,2304.844567
Somalia,SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,387.6079944,387.1866816,377.349072,379.9860027,405.7867633,416.2177747,446.9815596
South Africa,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,6204.929901,5735.066787,6734.475153,7048.522211,6688.787271,5741.643129,7055.044776
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,1071.777765,..,..,..,..,..,..
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,25754.36103,26537.15949,28185.32137,30379.72111,29581.51855,26959.67544,30103.51373
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,4060.131785,4150.934408,4401.056075,4360.583634,4082.69462,3893.841515,4013.687657
St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,20025.96235,21095.25404,22160.44861,22547.91799,23219.33142,18566.09559,18082.61019
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,10290.37891,10574.38891,11270.47161,11563.83747,11726.76977,8458.162761,9414.226231
St. Martin (French part),MAF,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),NY.GDP.PCAP.CD,7386.737595,7684.779208,8030.585057,8399.694011,8674.371009,8335.256476,8666.387041
Sudan,SDN,GDP per capita (current US$),NY.GDP.PCAP.CD,2226.421631,2614.300293,3188.75,769.8691406,748.0109253,608.3325195,751.8213501
Suriname,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,8907.751222,5705.426967,6112.851175,6730.846883,6690.044786,4796.533314,4869.134226
Sweden,SWE,GDP per capita (current US$),NY.GDP.PCAP.CD,51545.48361,51965.15715,53791.50873,54589.06039,51939.42974,52837.90398,61028.73806
Switzerland,CHE,GDP per capita (current US$),NY.GDP.PCAP.CD,83806.4476,82153.07454,82254.37693,85217.36915,84121.93103,85656.32267,91991.60046
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,857.4978675,664.3416723,862.3190638,1104.392448,1116.679246,533.3852317,..
Tajikistan,TJK,GDP per capita (current US$),NY.GDP.PCAP.CD,970.3652238,801.3912831,844.3693648,850.6685075,889.0202624,852.3336702,897.0475103
Tanzania,TZA,GDP per capita (current US$),NY.GDP.PCAP.CD,928.8064575,942.4729614,976.2122192,1010.937622,1052.021729,1042.09668,1099.287598
Thailand,THA,GDP per capita (current US$),NY.GDP.PCAP.CD,5708.796925,5854.461088,6436.791746,7124.564544,7630.03961,6990.935503,7066.190546
Timor-Leste,TLS,GDP per capita (current US$),NY.GDP.PCAP.CD,1322.300913,1347.926336,1283.52585,1239.366122,1584.263844,1660.30834,2741.393931
Togo,TGO,GDP per capita (current US$),NY.GDP.PCAP.CD,559.4457465,787.2801816,814.4199071,883.8678323,875.9326592,897.1945754,973.2061291
Tonga,TON,GDP per capita (current US$),NY.GDP.PCAP.CD,4117.960717,3978.356954,4367.302044,4649.57939,4879.017342,4606.064552,4426.000637
Trinidad and Tobago,TTO,GDP per capita (current US$),NY.GDP.PCAP.CD,18389.53103,15991.10879,16094.66678,16164.16133,15690.9631,13871.79822,16032.50277
Tunisia,TUN,GDP per capita (current US$),NY.GDP.PCAP.CD,3960.97533,3796.16792,3569.755725,3577.124412,3477.883777,3497.68141,3807.13915
Turkiye,TUR,GDP per capita (current US$),NY.GDP.PCAP.CD,10851.95413,10734.37997,10464.1014,9400.778214,9103.043375,8561.070948,9661.235975
Turkmenistan,TKM,GDP per capita (current US$),NY.GDP.PCAP.CD,6208.296655,6163.253406,6354.53283,6721.34954,7344.648233,..,..
Turks and Caicos Islands,TCA,GDP per capita (current US$),NY.GDP.PCAP.CD,25783.2941,26995.03216,25659.19586,26831.97146,27795.14856,20882.26127,20908.5827
Tuvalu,TUV,GDP per capita (current US$),NY.GDP.PCAP.CD,3384.357776,3836.112926,4175.993524,4401.131201,4949.173888,4973.774561,5632.002993
Uganda,UGA,GDP per capita (current US$),NY.GDP.PCAP.CD,864.1800623,753.6844086,766.1776058,793.1280811,823.1389505,846.7672013,883.8920323
Ukraine,UKR,GDP per capita (current US$),NY.GDP.PCAP.CD,2124.662354,2187.730469,2638.326172,3096.561768,3661.456299,3751.740723,4835.571777
United Arab Emirates,ARE,GDP per capita (current US$),NY.GDP.PCAP.CD,41525.1389,41054.53957,43063.96748,46722.26872,45376.17084,37629.17417,44315.55418
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,45071.07432,41146.07736,40621.33448,43306.3083,42747.08046,40318.55757,46510.28278
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,56762.72945,57866.74493,59907.75426,62823.30944,65120.39466,63530.63348,70248.629
Uruguay,URY,GDP per capita (current US$),NY.GDP.PCAP.CD,15655.937,16766.42526,18769.78752,18825.28381,17859.9315,15619.54266,17313.18835
Uzbekistan,UZB,GDP per capita (current US$),NY.GDP.PCAP.CD,2753.971072,2704.677188,1916.764642,1597.068337,1784.009816,1749.655815,1983.064723
Vanuatu,VUT,GDP per capita (current US$),NY.GDP.PCAP.CD,2643.886085,2757.203306,3032.197958,3076.835315,3076.589886,2877.520173,2996.621062
"Venezuela, RB",VEN,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..
Vietnam,VNM,GDP per capita (current US$),NY.GDP.PCAP.CD,2595.234979,2760.717105,2992.071742,3267.225009,3491.091274,3586.347302,3756.489121
Virgin Islands (U.S.),VIR,GDP per capita (current US$),NY.GDP.PCAP.CD,34007.35294,35324.97489,35365.0693,36653.86305,38596.03071,39552.1686,..
West Bank and Gaza,PSE,GDP per capita (current US$),NY.GDP.PCAP.CD,3272.154324,3527.613824,3620.360487,3562.330943,3656.858271,3233.568638,3663.969055
"Yemen, Rep.",YEM,GDP per capita (current US$),NY.GDP.PCAP.CD,1488.416482,1069.817122,893.7165729,701.7148778,..,..,..
Zambia,ZMB,GDP per capita (current US$),NY.GDP.PCAP.CD,1307.909649,1249.923143,1495.752138,1475.204538,1268.120941,956.8313639,1137.343633
Zimbabwe,ZWE,GDP per capita (current US$),NY.GDP.PCAP.CD,1410.329174,1421.787789,1192.107012,2269.177012,1421.868596,1372.696674,1773.920411
